YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,SZA,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,WS10M,WD10M,PS
2020,1,5,0,0,0,0,0,-999,90,15.18,15.19,15.18,12.91,99.87,0.23,2.76,60.3,83.69
2020,1,5,1,0,0,0,0,-999,90,15.27,15,15.14,12.76,98.1,0.24,2.76,54.8,83.65
2020,1,5,2,0,0,0,0,-999,90,15.17,14.82,14.99,12.62,97.64,0.27,2.62,46.2,83.63
2020,1,5,3,0,0,0,0,-999,90,15.03,14.68,14.86,12.51,97.67,0.24,2.6,39.4,83.63
2020,1,5,4,0,0,0,0,-999,90,14.9,14.58,14.74,12.42,97.83,0.11,2.57,36.3,83.67
2020,1,5,5,7.25,6.72,3.78,11.08,0.26,88.94,14.87,14.54,14.7,12.38,97.77,0.06,2.55,35.2,83.72
2020,1,5,6,162.88,126.25,130.9,109.01,0.42,77.7,16.06,14.88,15.47,12.65,92.61,0.03,3.49,34.6,83.78
2020,1,5,7,412.2,318.73,316.09,188.38,0.52,64.01,18.05,15.18,16.61,12.89,83.2,0.01,4.07,39.7,83.82
2020,1,5,8,651.15,534.65,473.09,264.84,0.6,50.63,20.52,14.53,17.53,12.35,68.36,0,4.75,44.3,83.8
2020,1,5,9,842.5,778.35,622.12,254.85,0.7,38.01,22.45,13.8,18.12,11.78,57.94,0,5.33,51.1,83.77
2020,1,5,10,969.03,951.17,797.48,175.63,0.76,27.32,23.68,13.51,18.6,11.57,52.8,0.01,5.72,54.5,83.72
2020,1,5,11,1028.43,1000,830.47,188.42,0.76,21.68,24.64,13.08,18.86,11.26,48.48,0.01,6.06,56,83.66
2020,1,5,12,997.92,921,818.46,167.56,0.72,24.84,24.97,12.46,18.71,10.81,45.61,0.03,6.34,58.3,83.58
2020,1,5,13,891.33,777.65,654.52,164.28,0.67,34.46,25.04,12.08,18.56,10.55,44.29,0.06,6.3,61.7,83.51
2020,1,5,14,718.97,578.5,666.15,144.37,0.6,46.67,25.3,11.77,18.54,10.34,42.73,0.11,6.09,66.1,83.47
2020,1,5,15,493.77,353.9,479.22,144.27,0.5,59.89,24.71,11.41,18.06,10.1,43.24,0.29,5.93,70.5,83.48
2020,1,5,16,242.12,162.43,224.74,100.51,0.41,73.52,22.98,11.68,17.33,10.28,48.86,0.67,5.37,74,83.52
2020,1,5,17,29.2,20.55,34.75,22.1,0.25,86.66,20.06,13.1,16.58,11.28,64.11,0.52,4.27,75.2,83.58
2020,1,5,18,0,0,0,0,-999,90,18.63,13.92,16.27,11.9,73.97,0.57,4.68,73.5,83.65
2020,1,5,19,0,0,0,0,-999,90,17.89,14.52,16.21,12.36,80.52,0.98,4.69,71.3,83.72
2020,1,5,20,0,0,0,0,-999,90,17.31,14.81,16.06,12.59,85.11,1.3,4.39,68.5,83.76
2020,1,5,21,0,0,0,0,-999,90,16.76,14.86,15.81,12.63,88.4,1.37,3.84,65.5,83.75
2020,1,5,22,0,0,0,0,-999,90,16.26,14.78,15.52,12.57,90.79,1.15,3.4,62.9,83.72
2020,1,5,23,0,0,0,0,-999,90,15.65,14.58,15.12,12.41,93.15,0.98,3.06,61.7,83.67
2020,1,6,0,0,0,0,0,-999,90,14.89,14.27,14.58,12.18,95.95,0.73,2.88,59.8,83.61
2020,1,6,1,0,0,0,0,-999,90,14.53,14.1,14.32,12.05,97.11,0.46,2.93,55.6,83.56
2020,1,6,2,0,0,0,0,-999,90,14.32,14.01,14.17,11.99,97.93,0.29,3.03,50.9,83.54
2020,1,6,3,0,0,0,0,-999,90,14.07,13.96,14.02,11.94,99.14,0.13,2.92,46.5,83.56
2020,1,6,4,0,0,0,0,-999,90,13.98,13.98,13.98,11.95,99.88,0.04,2.73,42.5,83.63
2020,1,6,5,6.68,6.07,7.17,9.24,0.24,88.98,14.24,14.15,14.2,12.07,99.28,0.02,2.58,37.3,83.7
2020,1,6,6,155.27,130.6,160.56,93.79,0.44,77.8,16.08,14.94,15.51,12.69,92.78,0.01,3.58,30.6,83.78
2020,1,6,7,400.58,339.08,409.01,151.35,0.55,64.09,18.01,15.15,16.58,12.86,83.25,0,3.57,29.5,83.84
2020,1,6,8,639.42,575.88,567.52,200.62,0.65,50.7,21.04,13.56,17.3,11.59,62.19,0,4.3,36,83.84
2020,1,6,9,830.25,630.97,707.98,160.32,0.57,38.05,23.67,12.89,18.28,11.09,50.71,0,4.88,43.5,83.81
2020,1,6,10,957.9,853.03,564.27,285.03,0.68,27.3,25.65,12.82,19.24,11.06,44.89,0.01,5.2,50.2,83.75
2020,1,6,11,1009.78,928.35,606.5,306.06,0.71,21.58,26.92,12.73,19.82,11,41.38,0.03,5.48,54.9,83.66
2020,1,6,12,983.42,922.4,611.9,323.41,0.72,24.69,27.37,12.75,20.06,11.03,40.37,0.08,5.68,57.9,83.56
2020,1,6,13,879.75,810.38,617.24,265.92,0.7,34.31,27.12,12.88,20,11.13,41.29,0.1,5.77,60.2,83.47
2020,1,6,14,708.35,619.67,472.38,273.3,0.64,46.54,26.5,12.89,19.7,11.15,42.88,0.03,5.74,62.6,83.43
2020,1,6,15,485.08,404.08,424.44,183.54,0.57,59.76,25.6,12.84,19.22,11.11,45.06,0.01,5.67,65.4,83.44
2020,1,6,16,235.6,184.98,323.99,105.51,0.46,73.4,24.32,13.05,18.68,11.26,49.32,0,5.38,68.9,83.49
2020,1,6,17,28.15,20.27,27.66,21.31,0.24,86.58,21.87,14.22,18.04,12.15,61.73,0.01,4.02,74.6,83.55
2020,1,6,18,0,0,0,0,-999,90,20.42,15,17.71,12.77,70.96,0.06,4.91,78.7,83.63
2020,1,6,19,0,0,0,0,-999,90,19.32,15.75,17.54,13.39,79.7,0.26,5.69,79.6,83.71
2020,1,6,20,0,0,0,0,-999,90,18.43,16.17,17.3,13.75,86.57,0.87,5.84,77.7,83.76
2020,1,6,21,0,0,0,0,-999,90,17.76,16.32,17.04,13.88,91.14,3.72,5.26,74.1,83.77
2020,1,6,22,0,0,0,0,-999,90,17.31,16.31,16.81,13.88,93.73,7.64,4.65,71.3,83.73
2020,1,6,23,0,0,0,0,-999,90,17.1,16.32,16.71,13.89,94.99,7.71,4.33,69.7,83.68
2020,1,7,0,0,0,0,0,-999,90,17.1,16.42,16.76,13.99,95.61,2.44,4.07,67.6,83.63
2020,1,7,1,0,0,0,0,-999,90,17.12,16.51,16.82,14.08,96.06,0.31,3.79,63.8,83.6
2020,1,7,2,0,0,0,0,-999,90,17,16.5,16.75,14.07,96.74,0.07,3.57,59.1,83.61
2020,1,7,3,0,0,0,0,-999,90,16.79,16.42,16.6,13.99,97.52,0.01,3.43,54.7,83.64
2020,1,7,4,0,0,0,0,-999,90,16.53,16.28,16.41,13.86,98.29,0,3.3,50.7,83.69
2020,1,7,5,6.32,5.72,3.68,9.15,0.24,89.02,16.49,16.17,16.33,13.76,97.89,0,3.54,47.1,83.74
2020,1,7,6,152.73,116.47,102.62,97.42,0.39,77.89,17.52,16.33,16.93,13.89,92.62,0,4.68,47.9,83.79
2020,1,7,7,400.83,298.88,300.11,165.61,0.49,64.17,19.18,16.03,17.61,13.61,81.82,0.17,5.81,52.8,83.82
2020,1,7,8,638.42,471.65,572.08,177.48,0.53,50.76,21.46,15.17,18.32,12.88,67.28,1.78,7.01,57.3,83.81
2020,1,7,9,830.67,669.95,519.26,210.78,0.6,38.08,22.92,15.04,18.98,12.78,61.05,4.01,7.41,60.8,83.77
2020,1,7,10,958.75,790.03,569.28,253.98,0.63,27.28,23.65,15.07,19.36,12.81,58.52,4.67,7.51,64,83.72
2020,1,7,11,1017.55,907.12,675.85,287.45,0.69,21.47,24.28,14.93,19.61,12.71,55.87,3.91,7.43,66,83.66
2020,1,7,12,988.5,858.45,634.72,245.37,0.67,24.54,24.88,14.68,19.78,12.51,53.01,2.59,7.35,66.6,83.58
2020,1,7,13,883.42,582.65,386.66,233.13,0.5,34.16,24.87,14.4,19.64,12.29,52.07,1.91,7.33,66.4,83.5
2020,1,7,14,711.9,442.38,179.02,249.63,0.46,46.4,23.81,14.7,19.26,12.55,56.63,1.66,7.31,66.7,83.49
2020,1,7,15,487.52,356.4,270.48,196,0.5,59.64,22.63,15.38,19.01,13.11,63.54,1.59,7.47,67.7,83.53
2020,1,7,16,237.77,177.73,314.49,97.87,0.44,73.29,21.09,16.06,18.58,13.68,72.87,2.32,7.2,69.2,83.59
2020,1,7,17,28.98,24.58,66.99,23.25,0.29,86.51,19.43,16.91,18.17,14.43,85.21,3.41,5.82,70.6,83.67
2020,1,7,18,0,0,0,0,-999,90,18.58,17.41,17.99,14.88,92.7,3.79,5.41,70.9,83.73
2020,1,7,19,0,0,0,0,-999,90,18.33,17.48,17.9,14.94,94.6,4.37,5.77,71,83.78
2020,1,7,20,0,0,0,0,-999,90,18.15,17.33,17.74,14.79,94.75,3.08,6.08,70.3,83.81
2020,1,7,21,0,0,0,0,-999,90,17.82,16.95,17.39,14.44,94.46,2.13,6.22,68.1,83.8
2020,1,7,22,0,0,0,0,-999,90,17.53,16.64,17.09,14.16,94.33,1.74,6.33,67,83.77
2020,1,7,23,0,0,0,0,-999,90,17.26,16.43,16.85,13.99,94.75,2.21,6.2,66.6,83.72
2020,1,8,0,0,0,0,0,-999,90,17,16.21,16.61,13.8,94.96,1.83,6.22,66.8,83.66
2020,1,8,1,0,0,0,0,-999,90,16.79,16.02,16.4,13.63,95.02,1.64,5.98,64.3,83.63
2020,1,8,2,0,0,0,0,-999,90,16.67,15.93,16.3,13.56,95.25,1.7,5.69,60.9,83.62
2020,1,8,3,0,0,0,0,-999,90,16.61,15.92,16.26,13.55,95.57,1.84,5.49,58,83.64
2020,1,8,4,0,0,0,0,-999,90,16.49,15.94,16.21,13.56,96.42,2.21,4.98,56.4,83.69
2020,1,8,5,6.3,3.9,3.65,5.93,0.17,89.06,16.49,15.99,16.24,13.59,96.7,3.53,4.8,56.2,83.75
2020,1,8,6,157.23,51.8,44.42,48.59,0.18,77.99,17.36,16.31,16.83,13.86,93.39,5.46,5.53,57.4,83.81
2020,1,8,7,406.85,166.15,108.88,121.99,0.27,64.25,19.04,16.2,17.62,13.76,83.48,9.51,6.98,59.6,83.86
2020,1,8,8,642.2,287.45,70.48,190.28,0.32,50.81,21.37,15.2,18.29,12.89,67.74,15.28,7.61,61.6,83.85
2020,1,8,9,832.85,411.98,182.71,223.32,0.37,38.1,23.15,14.6,18.88,12.41,58.51,20.15,7.84,62.8,83.82
2020,1,8,10,958.1,546.7,165.34,290.18,0.44,27.25,24.35,14.64,19.49,12.45,54.58,15.24,7.88,64.2,83.77
2020,1,8,11,1023.75,604.35,261.45,297.05,0.46,21.36,25.07,14.68,19.88,12.49,52.41,8.57,7.77,65,83.71
2020,1,8,12,993.78,520.62,70.71,304.89,0.41,24.38,25.47,14.62,20.04,12.45,50.97,4.1,7.57,66.1,83.63
2020,1,8,13,888.22,546.4,149.24,303.46,0.47,34,25.41,14.41,19.91,12.29,50.46,2.68,7.4,67.8,83.57
2020,1,8,14,715.1,481.12,285.86,237.6,0.49,46.26,24.9,14.15,19.53,12.09,51.15,1.88,7.3,69.3,83.54
2020,1,8,15,490.38,369.3,486.04,169.46,0.52,59.52,23.71,14.15,18.93,12.09,54.95,1.66,7.2,69.9,83.56
2020,1,8,16,239.02,182.85,345.7,93.06,0.45,73.18,22.08,14.32,18.2,12.22,61.35,2.11,6.83,70.1,83.63
2020,1,8,17,29.35,25.12,46.47,26.48,0.29,86.44,19.95,15.1,17.52,12.83,73.46,2.78,5.14,70.3,83.71
2020,1,8,18,0,0,0,0,-999,90,18.69,15.78,17.24,13.41,83.07,1.99,4.74,68.8,83.76
2020,1,8,19,0,0,0,0,-999,90,18.03,16.15,17.09,13.72,88.62,0.74,4.6,66.4,83.8
2020,1,8,20,0,0,0,0,-999,90,17.61,16.33,16.97,13.88,92.07,0.34,4.49,64,83.83
2020,1,8,21,0,0,0,0,-999,90,17.19,16.36,16.77,13.9,94.68,0.3,4.38,62.7,83.82
2020,1,8,22,0,0,0,0,-999,90,16.89,16.26,16.58,13.82,95.91,0.41,4.39,61.9,83.79
2020,1,8,23,0,0,0,0,-999,90,16.69,16.13,16.41,13.71,96.32,0.62,4.2,60.6,83.75
2020,1,9,0,0,0,0,0,-999,90,16.51,15.99,16.25,13.6,96.6,0.69,3.84,60,83.71
2020,1,9,1,0,0,0,0,-999,90,16.41,15.91,16.16,13.53,96.69,0.72,3.53,58.8,83.67
2020,1,9,2,0,0,0,0,-999,90,16.38,15.9,16.14,13.52,96.79,0.7,3.23,54.8,83.66
