YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,SZA,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,WS10M,WD10M,PS,timestamp,irradiance,temperature,humidity,solar_power_w,hour,day_of_week,month,day_of_year,lag_24h,lag_48h,is_daytime
2020,1,1,5,9.65,9.52,73.45,8.39,0.31,88.76,14.07,13.47,13.77,11.54,96.02,0.0,4.15,23.9,83.72,2020-01-01 05:00:00,9.52,14.07,96.02,952.0,5,2,1,1,,,True
2020,1,1,6,186.0,183.3,501.07,56.82,0.59,77.3,15.82,13.57,14.7,11.61,86.36,0.0,4.91,23.5,83.78,2020-01-01 06:00:00,183.3,15.82,86.36,18330.0,6,2,1,1,,,True
2020,1,1,7,441.8,436.77,630.27,97.77,0.7,63.66,19.8,13.67,16.73,11.67,67.59,0.01,6.77,34.9,83.83,2020-01-01 07:00:00,436.77,19.8,67.59,43677.0,7,2,1,1,,,True
2020,1,1,8,677.85,672.72,777.99,110.48,0.75,50.35,22.53,13.06,17.8,11.22,54.98,0.06,7.65,38.0,83.84,2020-01-01 08:00:00,672.72,22.53,54.98,67272.0,8,2,1,1,,,True
2020,1,1,9,865.1,859.92,919.95,107.33,0.77,37.83,24.39,12.64,18.52,10.92,47.82,0.06,7.38,40.2,83.8,2020-01-01 09:00:00,859.92,24.39,47.82,85992.0,9,2,1,1,,,True
2020,1,1,10,984.55,982.95,962.12,100.92,0.79,27.33,25.78,12.37,19.08,10.73,43.23,0.04,6.97,42.7,83.75,2020-01-01 10:00:00,982.95,25.78,43.23,98295.0,10,2,1,1,,,True
2020,1,1,11,1034.12,1032.22,922.7,115.01,0.79,22.01,26.71,12.25,19.48,10.65,40.58,0.03,6.67,45.9,83.67,2020-01-01 11:00:00,1032.22,26.71,40.58,103222.0,11,2,1,1,,,True
2020,1,1,12,1001.97,995.55,903.9,149.26,0.78,25.38,27.17,12.2,19.68,10.63,39.38,0.03,6.54,49.0,83.58,2020-01-01 12:00:00,995.55,27.17,39.38,99555.0,12,2,1,1,,,True
2020,1,1,13,893.95,875.3,802.05,198.58,0.76,35.02,27.11,12.04,19.57,10.53,39.11,0.03,6.45,51.8,83.5,2020-01-01 13:00:00,875.3,27.11,39.11,87530.0,13,2,1,1,,,True
2020,1,1,14,720.35,692.62,734.04,186.36,0.72,47.2,26.62,11.84,19.23,10.39,39.71,0.01,6.39,54.5,83.46,2020-01-01 14:00:00,692.62,26.62,39.71,69262.0,14,2,1,1,,,True
2020,1,1,15,493.67,453.15,596.28,141.48,0.65,60.38,25.59,11.85,18.72,10.4,42.25,0.0,6.39,57.1,83.48,2020-01-01 15:00:00,453.15,25.59,42.25,45315.0,15,2,1,1,,,True
2020,1,1,16,240.1,216.4,573.47,62.94,0.56,73.97,23.85,12.19,18.02,10.63,47.93,0.0,6.25,59.3,83.53,2020-01-01 16:00:00,216.4,23.85,47.93,21640.0,16,2,1,1,,,True
2020,1,1,17,27.1,24.02,91.33,19.55,0.32,86.95,20.85,13.3,17.07,11.43,61.88,0.0,4.56,62.7,83.59,2020-01-01 17:00:00,24.02,20.85,61.88,2402.0,17,2,1,1,,,True
2020,1,2,5,8.5,8.2,28.92,8.9,0.28,88.81,15.83,15.26,15.55,12.97,96.26,0.18,4.38,43.6,83.71,2020-01-02 05:00:00,8.2,15.83,96.26,819.9999999999999,5,3,1,2,,,True
2020,1,2,6,172.25,153.27,261.14,78.39,0.5,77.41,16.98,15.55,16.26,13.2,91.12,0.2,4.91,44.3,83.79,2020-01-02 06:00:00,153.27,16.98,91.12,15327.000000000002,6,3,1,2,,,True
2020,1,2,7,424.7,365.7,526.56,127.72,0.59,63.75,18.97,15.56,17.26,13.2,80.45,1.38,6.69,48.9,83.85,2020-01-02 07:00:00,365.7,18.97,80.45,36570.0,7,3,1,2,,,True
2020,1,2,8,661.78,584.58,639.82,170.28,0.65,50.42,20.84,15.3,18.07,12.97,70.41,1.39,7.5,48.5,83.86,2020-01-02 08:00:00,584.58,20.84,70.41,58458.00000000001,8,3,1,2,,,True
2020,1,2,9,850.75,777.1,680.63,219.95,0.7,37.89,22.31,15.2,18.76,12.9,63.99,2.31,7.52,49.6,83.83,2020-01-02 09:00:00,777.1,22.31,63.99,77710.0,9,3,1,2,,,True
2020,1,2,10,972.85,928.4,718.3,258.72,0.74,27.34,23.39,15.32,19.36,13.01,60.4,3.28,7.28,51.9,83.78,2020-01-02 10:00:00,928.4,23.39,60.4,92840.0,10,3,1,2,,,True
2020,1,2,11,1031.65,1005.65,789.19,230.83,0.77,21.93,24.36,15.38,19.87,13.07,57.19,3.55,7.14,54.3,83.7,2020-01-02 11:00:00,1005.65,24.36,57.19,100565.0,11,3,1,2,,,True
2020,1,2,12,999.53,984.58,788.89,209.73,0.77,25.25,25.12,15.34,20.23,13.04,54.48,3.4,7.11,56.8,83.62,2020-01-02 12:00:00,984.58,25.12,54.48,98458.0,12,3,1,2,,,True
2020,1,2,13,892.08,854.38,808.17,179.65,0.74,34.88,25.65,15.14,20.4,12.89,52.14,2.99,7.11,59.6,83.55,2020-01-02 13:00:00,854.38,25.65,52.14,85438.0,13,3,1,2,,,True
2020,1,2,14,718.53,692.72,822.51,148.63,0.72,47.07,25.21,14.92,20.07,12.72,52.8,2.01,7.17,62.0,83.52,2020-01-02 14:00:00,692.72,25.21,52.8,69272.0,14,3,1,2,,,True
2020,1,2,15,493.02,472.17,617.65,136.19,0.68,60.26,24.26,14.83,19.55,12.64,55.55,1.29,7.35,62.9,83.53,2020-01-02 15:00:00,472.17,24.26,55.55,47217.0,15,3,1,2,,,True
2020,1,2,16,239.9,230.18,505.92,78.02,0.59,73.86,22.9,14.88,18.89,12.68,60.52,0.82,7.29,63.7,83.59,2020-01-02 16:00:00,230.18,22.9,60.52,23018.0,16,3,1,2,,,True
2020,1,2,17,27.35,26.38,94.1,18.64,0.34,86.87,20.76,15.41,18.08,13.11,71.35,0.62,6.19,64.8,83.66,2020-01-02 17:00:00,26.38,20.76,71.35,2638.0,17,3,1,2,,,True
2020,1,3,5,8.3,7.55,25.37,11.63,0.27,88.85,15.82,15.37,15.6,13.05,97.02,0.0,4.6,49.6,83.81,2020-01-03 05:00:00,7.55,15.82,97.02,755.0,5,4,1,3,,,True
2020,1,3,6,173.65,155.35,280.07,84.67,0.51,77.51,17.5,15.58,16.54,13.22,88.38,0.0,6.26,54.0,83.87,2020-01-03 06:00:00,155.35,17.5,88.38,15535.0,6,4,1,3,,,True
2020,1,3,7,425.1,385.62,497.31,163.8,0.62,63.84,20.13,15.3,17.71,12.98,73.67,0.38,8.52,55.0,83.91,2020-01-03 07:00:00,385.62,20.13,73.67,38562.0,7,4,1,3,,,True
2020,1,3,8,659.15,605.6,791.62,180.31,0.68,50.5,22.11,15.03,18.57,12.74,64.04,0.69,9.06,54.9,83.91,2020-01-03 08:00:00,605.6,22.11,64.04,60560.0,8,4,1,3,,,True
2020,1,3,9,846.17,802.03,694.95,249.24,0.72,37.93,23.61,15.04,19.32,12.76,58.55,0.72,9.02,55.9,83.89,2020-01-03 09:00:00,802.03,23.61,58.55,80203.0,9,4,1,3,,,True
2020,1,3,10,968.33,894.28,820.94,308.14,0.72,27.34,24.6,15.12,19.86,12.82,55.41,1.32,8.81,57.8,83.85,2020-01-03 10:00:00,894.28,24.6,55.41,89428.0,10,4,1,3,,,True
2020,1,3,11,1014.88,872.5,589.34,370.37,0.67,21.86,25.23,15.16,20.19,12.88,53.57,2.1,8.41,59.8,83.79,2020-01-03 11:00:00,872.5,25.23,53.57,87250.0,11,4,1,3,,,True
2020,1,3,12,982.97,846.67,531.4,421.42,0.66,25.12,25.95,15.11,20.53,12.84,51.12,2.44,8.01,60.9,83.7,2020-01-03 12:00:00,846.67,25.95,51.12,84667.0,12,4,1,3,,,True
2020,1,3,13,875.42,779.88,792.22,322.86,0.67,34.74,25.96,14.81,20.39,12.61,50.14,2.09,7.73,62.2,83.63,2020-01-03 13:00:00,779.88,25.96,50.14,77988.0,13,4,1,3,,,True
2020,1,3,14,701.42,584.03,431.06,327.74,0.61,46.94,24.83,14.43,19.63,12.31,52.34,1.46,7.63,63.6,83.6,2020-01-03 14:00:00,584.03,24.83,52.34,58403.0,14,4,1,3,,,True
2020,1,3,15,477.42,408.23,481.11,197.21,0.58,60.14,23.23,14.41,18.82,12.28,57.49,1.21,7.39,63.7,83.63,2020-01-03 15:00:00,408.23,23.23,57.49,40823.0,15,4,1,3,,,True
2020,1,3,16,228.2,193.82,278.09,120.85,0.49,73.74,21.71,14.79,18.25,12.58,64.63,0.87,6.74,64.0,83.68,2020-01-03 16:00:00,193.82,21.71,64.63,19382.0,16,4,1,3,,,True
2020,1,3,17,25.67,22.38,48.74,21.28,0.28,86.8,20.01,15.64,17.83,13.29,75.84,0.89,5.49,66.9,83.76,2020-01-03 17:00:00,22.38,20.01,75.84,2238.0,17,4,1,3,,,True
2020,1,4,5,7.3,6.18,3.59,8.64,0.23,88.9,15.54,15.09,15.32,12.81,96.95,0.32,4.3,63.0,83.79,2020-01-04 05:00:00,6.18,15.54,96.95,618.0,5,5,1,4,,,True
2020,1,4,6,157.45,136.6,152.73,91.09,0.45,77.61,16.74,15.46,16.1,13.12,92.03,0.16,5.36,64.0,83.85,2020-01-04 06:00:00,136.6,16.74,92.03,13660.0,6,5,1,4,,,True
2020,1,4,7,398.02,345.15,311.32,203.32,0.56,63.93,18.79,15.23,17.01,12.92,79.69,0.01,6.96,64.8,83.89,2020-01-04 07:00:00,345.15,18.79,79.69,34515.0,7,5,1,4,,,True
2020,1,4,8,641.47,579.65,534.68,254.86,0.65,50.57,20.79,14.63,17.71,12.42,67.68,0.0,7.6,64.8,83.88,2020-01-04 08:00:00,579.65,20.79,67.68,57965.0,8,5,1,4,,,True
2020,1,4,9,836.03,742.42,718.39,190.48,0.67,37.98,22.43,14.31,18.37,12.17,59.97,0.0,7.84,66.1,83.85,2020-01-04 09:00:00,742.42,22.43,59.97,74242.0,9,5,1,4,,,True
2020,1,4,10,961.42,913.3,638.89,305.16,0.73,27.33,23.87,14.23,19.05,12.12,54.72,0.0,7.97,68.5,83.81,2020-01-04 10:00:00,913.3,23.87,54.72,91330.0,10,5,1,4,,,True
2020,1,4,11,1019.88,992.22,742.65,224.96,0.76,21.77,24.57,14.3,19.43,12.17,52.65,0.0,7.9,70.3,83.76,2020-01-04 11:00:00,992.22,24.57,52.65,99222.0,11,5,1,4,,,True
2020,1,4,12,989.35,846.33,774.14,160.74,0.66,24.98,24.9,14.29,19.6,12.18,51.62,0.0,7.79,71.8,83.68,2020-01-04 12:00:00,846.33,24.9,51.62,84633.0,12,5,1,4,,,True
2020,1,4,13,883.72,779.47,572.0,272.06,0.67,34.6,24.88,14.33,19.61,12.21,51.77,0.0,7.71,73.5,83.62,2020-01-04 13:00:00,779.47,24.88,51.77,77947.0,13,5,1,4,,,True
2020,1,4,14,710.62,554.58,334.86,269.73,0.58,46.81,24.28,14.16,19.22,12.09,53.12,0.0,7.71,74.8,83.6,2020-01-04 14:00:00,554.58,24.28,53.12,55458.00000000001,14,5,1,4,,,True
2020,1,4,15,483.25,352.1,242.46,194.97,0.5,60.01,22.94,14.08,18.51,12.02,57.27,0.0,7.55,75.2,83.62,2020-01-04 15:00:00,352.1,22.94,57.27,35210.0,15,5,1,4,,,True
2020,1,4,16,232.12,163.15,101.49,120.6,0.41,73.63,21.37,14.25,17.81,12.15,63.73,0.01,7.04,74.4,83.66,2020-01-04 16:00:00,163.15,21.37,63.73,16315.0,16,5,1,4,,,True
2020,1,4,17,26.83,21.33,14.04,25.48,0.27,86.73,19.75,14.81,17.28,12.6,73.07,0.01,5.65,72.7,83.72,2020-01-04 17:00:00,21.33,19.75,73.07,2133.0,17,5,1,4,,,True
2020,1,5,5,7.25,6.72,3.78,11.08,0.26,88.94,14.87,14.54,14.7,12.38,97.77,0.06,2.55,35.2,83.72,2020-01-05 05:00:00,6.72,14.87,97.77,672.0,5,6,1,5,,,True
2020,1,5,6,162.88,126.25,130.9,109.01,0.42,77.7,16.06,14.88,15.47,12.65,92.61,0.03,3.49,34.6,83.78,2020-01-05 06:00:00,126.25,16.06,92.61,12625.0,6,6,1,5,,,True
2020,1,5,7,412.2,318.73,316.09,188.38,0.52,64.01,18.05,15.18,16.61,12.89,83.2,0.01,4.07,39.7,83.82,2020-01-05 07:00:00,318.73,18.05,83.2,31873.0,7,6,1,5,,,True
2020,1,5,8,651.15,534.65,473.09,264.84,0.6,50.63,20.52,14.53,17.53,12.35,68.36,0.0,4.75,44.3,83.8,2020-01-05 08:00:00,534.65,20.52,68.36,53465.0,8,6,1,5,,,True
2020,1,5,9,842.5,778.35,622.12,254.85,0.7,38.01,22.45,13.8,18.12,11.78,57.94,0.0,5.33,51.1,83.77,2020-01-05 09:00:00,778.35,22.45,57.94,77835.0,9,6,1,5,,,True
2020,1,5,10,969.03,951.17,797.48,175.63,0.76,27.32,23.68,13.51,18.6,11.57,52.8,0.01,5.72,54.5,83.72,2020-01-05 10:00:00,951.17,23.68,52.8,95117.0,10,6,1,5,,,True
2020,1,5,11,1028.43,1000.0,830.47,188.42,0.76,21.68,24.64,13.08,18.86,11.26,48.48,0.01,6.06,56.0,83.66,2020-01-05 11:00:00,1000.0,24.64,48.48,100000.0,11,6,1,5,,,True
2020,1,5,12,997.92,921.0,818.46,167.56,0.72,24.84,24.97,12.46,18.71,10.81,45.61,0.03,6.34,58.3,83.58,2020-01-05 12:00:00,921.0,24.97,45.61,92100.0,12,6,1,5,,,True
2020,1,5,13,891.33,777.65,654.52,164.28,0.67,34.46,25.04,12.08,18.56,10.55,44.29,0.06,6.3,61.7,83.51,2020-01-05 13:00:00,777.65,25.04,44.29,77765.0,13,6,1,5,,,True
2020,1,5,14,718.97,578.5,666.15,144.37,0.6,46.67,25.3,11.77,18.54,10.34,42.73,0.11,6.09,66.1,83.47,2020-01-05 14:00:00,578.5,25.3,42.73,57850.0,14,6,1,5,,,True
2020,1,5,15,493.77,353.9,479.22,144.27,0.5,59.89,24.71,11.41,18.06,10.1,43.24,0.29,5.93,70.5,83.48,2020-01-05 15:00:00,353.9,24.71,43.24,35390.0,15,6,1,5,,,True
2020,1,5,16,242.12,162.43,224.74,100.51,0.41,73.52,22.98,11.68,17.33,10.28,48.86,0.67,5.37,74.0,83.52,2020-01-05 16:00:00,162.43,22.98,48.86,16243.0,16,6,1,5,,,True
2020,1,5,17,29.2,20.55,34.75,22.1,0.25,86.66,20.06,13.1,16.58,11.28,64.11,0.52,4.27,75.2,83.58,2020-01-05 17:00:00,20.55,20.06,64.11,2055.0,17,6,1,5,,,True
2020,1,6,5,6.68,6.07,7.17,9.24,0.24,88.98,14.24,14.15,14.2,12.07,99.28,0.02,2.58,37.3,83.7,2020-01-06 05:00:00,6.07,14.24,99.28,607.0,5,0,1,6,,,True
2020,1,6,6,155.27,130.6,160.56,93.79,0.44,77.8,16.08,14.94,15.51,12.69,92.78,0.01,3.58,30.6,83.78,2020-01-06 06:00:00,130.6,16.08,92.78,13060.0,6,0,1,6,,,True
2020,1,6,7,400.58,339.08,409.01,151.35,0.55,64.09,18.01,15.15,16.58,12.86,83.25,0.0,3.57,29.5,83.84,2020-01-06 07:00:00,339.08,18.01,83.25,33908.0,7,0,1,6,,,True
2020,1,6,8,639.42,575.88,567.52,200.62,0.65,50.7,21.04,13.56,17.3,11.59,62.19,0.0,4.3,36.0,83.84,2020-01-06 08:00:00,575.88,21.04,62.19,57588.0,8,0,1,6,,,True
2020,1,6,9,830.25,630.97,707.98,160.32,0.57,38.05,23.67,12.89,18.28,11.09,50.71,0.0,4.88,43.5,83.81,2020-01-06 09:00:00,630.97,23.67,50.71,63097.0,9,0,1,6,,,True
2020,1,6,10,957.9,853.03,564.27,285.03,0.68,27.3,25.65,12.82,19.24,11.06,44.89,0.01,5.2,50.2,83.75,2020-01-06 10:00:00,853.03,25.65,44.89,85303.0,10,0,1,6,,,True
2020,1,6,11,1009.78,928.35,606.5,306.06,0.71,21.58,26.92,12.73,19.82,11.0,41.38,0.03,5.48,54.9,83.66,2020-01-06 11:00:00,928.35,26.92,41.38,92835.0,11,0,1,6,,,True
2020,1,6,12,983.42,922.4,611.9,323.41,0.72,24.69,27.37,12.75,20.06,11.03,40.37,0.08,5.68,57.9,83.56,2020-01-06 12:00:00,922.4,27.37,40.37,92240.0,12,0,1,6,,,True
2020,1,6,13,879.75,810.38,617.24,265.92,0.7,34.31,27.12,12.88,20.0,11.13,41.29,0.1,5.77,60.2,83.47,2020-01-06 13:00:00,810.38,27.12,41.29,81038.0,13,0,1,6,,,True
2020,1,6,14,708.35,619.67,472.38,273.3,0.64,46.54,26.5,12.89,19.7,11.15,42.88,0.03,5.74,62.6,83.43,2020-01-06 14:00:00,619.67,26.5,42.88,61966.99999999999,14,0,1,6,,,True
2020,1,6,15,485.08,404.08,424.44,183.54,0.57,59.76,25.6,12.84,19.22,11.11,45.06,0.01,5.67,65.4,83.44,2020-01-06 15:00:00,404.08,25.6,45.06,40408.0,15,0,1,6,,,True
2020,1,6,16,235.6,184.98,323.99,105.51,0.46,73.4,24.32,13.05,18.68,11.26,49.32,0.0,5.38,68.9,83.49,2020-01-06 16:00:00,184.98,24.32,49.32,18498.0,16,0,1,6,,,True
2020,1,6,17,28.15,20.27,27.66,21.31,0.24,86.58,21.87,14.22,18.04,12.15,61.73,0.01,4.02,74.6,83.55,2020-01-06 17:00:00,20.27,21.87,61.73,2027.0,17,0,1,6,,,True
2020,1,7,5,6.32,5.72,3.68,9.15,0.24,89.02,16.49,16.17,16.33,13.76,97.89,0.0,3.54,47.1,83.74,2020-01-07 05:00:00,5.72,16.49,97.89,572.0,5,1,1,7,,,True
2020,1,7,6,152.73,116.47,102.62,97.42,0.39,77.89,17.52,16.33,16.93,13.89,92.62,0.0,4.68,47.9,83.79,2020-01-07 06:00:00,116.47,17.52,92.62,11647.0,6,1,1,7,,,True
2020,1,7,7,400.83,298.88,300.11,165.61,0.49,64.17,19.18,16.03,17.61,13.61,81.82,0.17,5.81,52.8,83.82,2020-01-07 07:00:00,298.88,19.18,81.82,29888.0,7,1,1,7,,,True
2020,1,7,8,638.42,471.65,572.08,177.48,0.53,50.76,21.46,15.17,18.32,12.88,67.28,1.78,7.01,57.3,83.81,2020-01-07 08:00:00,471.65,21.46,67.28,47165.0,8,1,1,7,,,True
2020,1,7,9,830.67,669.95,519.26,210.78,0.6,38.08,22.92,15.04,18.98,12.78,61.05,4.01,7.41,60.8,83.77,2020-01-07 09:00:00,669.95,22.92,61.05,66995.0,9,1,1,7,,,True
2020,1,7,10,958.75,790.03,569.28,253.98,0.63,27.28,23.65,15.07,19.36,12.81,58.52,4.67,7.51,64.0,83.72,2020-01-07 10:00:00,790.03,23.65,58.52,79003.0,10,1,1,7,,,True
2020,1,7,11,1017.55,907.12,675.85,287.45,0.69,21.47,24.28,14.93,19.61,12.71,55.87,3.91,7.43,66.0,83.66,2020-01-07 11:00:00,907.12,24.28,55.87,90712.0,11,1,1,7,,,True
2020,1,7,12,988.5,858.45,634.72,245.37,0.67,24.54,24.88,14.68,19.78,12.51,53.01,2.59,7.35,66.6,83.58,2020-01-07 12:00:00,858.45,24.88,53.01,85845.0,12,1,1,7,,,True
2020,1,7,13,883.42,582.65,386.66,233.13,0.5,34.16,24.87,14.4,19.64,12.29,52.07,1.91,7.33,66.4,83.5,2020-01-07 13:00:00,582.65,24.87,52.07,58265.0,13,1,1,7,,,True
2020,1,7,14,711.9,442.38,179.02,249.63,0.46,46.4,23.81,14.7,19.26,12.55,56.63,1.66,7.31,66.7,83.49,2020-01-07 14:00:00,442.38,23.81,56.63,44238.0,14,1,1,7,,,True
2020,1,7,15,487.52,356.4,270.48,196.0,0.5,59.64,22.63,15.38,19.01,13.11,63.54,1.59,7.47,67.7,83.53,2020-01-07 15:00:00,356.4,22.63,63.54,35640.0,15,1,1,7,,,True
2020,1,7,16,237.77,177.73,314.49,97.87,0.44,73.29,21.09,16.06,18.58,13.68,72.87,2.32,7.2,69.2,83.59,2020-01-07 16:00:00,177.73,21.09,72.87,17773.0,16,1,1,7,,,True
2020,1,7,17,28.98,24.58,66.99,23.25,0.29,86.51,19.43,16.91,18.17,14.43,85.21,3.41,5.82,70.6,83.67,2020-01-07 17:00:00,24.58,19.43,85.21,2458.0,17,1,1,7,,,True
2020,1,8,5,6.3,3.9,3.65,5.93,0.17,89.06,16.49,15.99,16.24,13.59,96.7,3.53,4.8,56.2,83.75,2020-01-08 05:00:00,3.9,16.49,96.7,390.0,5,2,1,8,,,True
2020,1,8,6,157.23,51.8,44.42,48.59,0.18,77.99,17.36,16.31,16.83,13.86,93.39,5.46,5.53,57.4,83.81,2020-01-08 06:00:00,51.8,17.36,93.39,5180.0,6,2,1,8,,,True
2020,1,8,7,406.85,166.15,108.88,121.99,0.27,64.25,19.04,16.2,17.62,13.76,83.48,9.51,6.98,59.6,83.86,2020-01-08 07:00:00,166.15,19.04,83.48,16615.0,7,2,1,8,,,True
2020,1,8,8,642.2,287.45,70.48,190.28,0.32,50.81,21.37,15.2,18.29,12.89,67.74,15.28,7.61,61.6,83.85,2020-01-08 08:00:00,287.45,21.37,67.74,28745.0,8,2,1,8,,,True
2020,1,8,9,832.85,411.98,182.71,223.32,0.37,38.1,23.15,14.6,18.88,12.41,58.51,20.15,7.84,62.8,83.82,2020-01-08 09:00:00,411.98,23.15,58.51,41198.0,9,2,1,8,,,True
2020,1,8,10,958.1,546.7,165.34,290.18,0.44,27.25,24.35,14.64,19.49,12.45,54.58,15.24,7.88,64.2,83.77,2020-01-08 10:00:00,546.7,24.35,54.58,54670.00000000001,10,2,1,8,952.0,,True
2020,1,8,11,1023.75,604.35,261.45,297.05,0.46,21.36,25.07,14.68,19.88,12.49,52.41,8.57,7.77,65.0,83.71,2020-01-08 11:00:00,604.35,25.07,52.41,60435.0,11,2,1,8,18330.0,,True
2020,1,8,12,993.78,520.62,70.71,304.89,0.41,24.38,25.47,14.62,20.04,12.45,50.97,4.1,7.57,66.1,83.63,2020-01-08 12:00:00,520.62,25.47,50.97,52062.0,12,2,1,8,43677.0,,True
2020,1,8,13,888.22,546.4,149.24,303.46,0.47,34.0,25.41,14.41,19.91,12.29,50.46,2.68,7.4,67.8,83.57,2020-01-08 13:00:00,546.4,25.41,50.46,54640.0,13,2,1,8,67272.0,,True
2020,1,8,14,715.1,481.12,285.86,237.6,0.49,46.26,24.9,14.15,19.53,12.09,51.15,1.88,7.3,69.3,83.54,2020-01-08 14:00:00,481.12,24.9,51.15,48112.0,14,2,1,8,85992.0,,True
2020,1,8,15,490.38,369.3,486.04,169.46,0.52,59.52,23.71,14.15,18.93,12.09,54.95,1.66,7.2,69.9,83.56,2020-01-08 15:00:00,369.3,23.71,54.95,36930.0,15,2,1,8,98295.0,,True
2020,1,8,16,239.02,182.85,345.7,93.06,0.45,73.18,22.08,14.32,18.2,12.22,61.35,2.11,6.83,70.1,83.63,2020-01-08 16:00:00,182.85,22.08,61.35,18285.0,16,2,1,8,103222.0,,True
2020,1,8,17,29.35,25.12,46.47,26.48,0.29,86.44,19.95,15.1,17.52,12.83,73.46,2.78,5.14,70.3,83.71,2020-01-08 17:00:00,25.12,19.95,73.46,2512.0,17,2,1,8,99555.0,,True
2020,1,9,5,5.95,5.22,4.1,8.27,0.23,89.09,16.27,15.85,16.06,13.47,97.21,1.11,2.66,47.1,83.74,2020-01-09 05:00:00,5.22,16.27,97.21,522.0,5,3,1,9,87530.0,,True
2020,1,9,6,151.62,111.43,158.61,72.4,0.38,78.08,17.11,16.19,16.65,13.76,94.16,1.68,3.59,50.2,83.78,2020-01-09 06:00:00,111.43,17.11,94.16,11143.0,6,3,1,9,69262.0,,True
2020,1,9,7,396.48,292.55,292.08,152.77,0.48,64.32,18.84,16.48,17.66,14.01,85.99,2.29,4.9,62.0,83.8,2020-01-09 07:00:00,292.55,18.84,85.99,29255.0,7,3,1,9,45315.0,,True
2020,1,9,8,637.9,487.67,399.79,205.92,0.55,50.87,21.25,15.96,18.61,13.56,71.69,3.85,5.73,68.3,83.78,2020-01-09 08:00:00,487.67,21.25,71.69,48767.0,8,3,1,9,21640.0,,True
2020,1,9,9,834.28,606.28,326.2,280.76,0.55,38.12,23.0,15.44,19.22,13.13,62.37,4.22,5.91,68.8,83.71,2020-01-09 09:00:00,606.28,23.0,62.37,60628.0,9,3,1,9,2402.0,,True
2020,1,9,10,961.33,684.17,337.1,329.6,0.55,27.21,23.92,15.41,19.66,13.1,58.82,3.76,5.98,64.8,83.64,2020-01-09 10:00:00,684.17,23.92,58.82,68417.0,10,3,1,9,819.9999999999999,,True
2020,1,9,11,1023.88,825.2,298.34,442.65,0.63,21.24,24.4,15.42,19.91,13.13,57.24,3.47,6.09,61.3,83.58,2020-01-09 11:00:00,825.2,24.4,57.24,82520.0,11,3,1,9,15327.000000000002,,True
2020,1,9,12,997.65,880.05,512.52,362.68,0.69,24.21,24.83,15.28,20.06,13.01,55.24,2.72,6.13,59.8,83.52,2020-01-09 12:00:00,880.05,24.83,55.24,88005.0,12,3,1,9,36570.0,,True
2020,1,9,13,895.1,818.8,779.67,142.47,0.7,33.85,24.83,15.02,19.93,12.81,54.36,2.74,5.98,59.2,83.47,2020-01-09 13:00:00,818.8,24.83,54.36,81880.0,13,3,1,9,58458.00000000001,,True
2020,1,9,14,724.97,697.17,654.64,206.36,0.71,46.12,24.23,14.86,19.54,12.68,55.76,2.97,5.69,60.2,83.44,2020-01-09 14:00:00,697.17,24.23,55.76,69717.0,14,3,1,9,77710.0,,True
2020,1,9,15,502.1,465.4,544.97,138.43,0.65,59.39,23.52,14.8,19.16,12.63,57.98,1.64,5.41,62.5,83.47,2020-01-09 15:00:00,465.4,23.52,57.98,46540.0,15,3,1,9,92840.0,,True
2020,1,9,16,250.6,227.27,453.72,93.42,0.55,73.07,22.41,14.92,18.66,12.72,62.49,2.35,5.04,65.6,83.53,2020-01-09 16:00:00,227.27,22.41,62.49,22727.0,16,3,1,9,100565.0,,True
2020,1,9,17,32.5,29.35,74.16,22.12,0.33,86.37,20.03,15.88,17.96,13.53,76.95,3.05,3.45,68.2,83.59,2020-01-09 17:00:00,29.35,20.03,76.95,2935.0,17,3,1,9,98458.0,,True
2020,1,10,5,5.7,5.47,7.85,8.24,0.26,89.13,16.13,15.89,16.01,13.51,98.29,0.57,3.95,59.7,83.68,2020-01-10 05:00:00,5.47,16.13,98.29,547.0,5,4,1,10,85438.0,,True
2020,1,10,6,150.4,136.82,288.06,72.64,0.47,78.16,17.37,16.2,16.79,13.78,92.72,0.3,4.82,58.9,83.75,2020-01-10 06:00:00,136.82,17.37,92.72,13682.0,6,4,1,10,69272.0,,True
2020,1,10,7,397.0,356.42,477.74,135.76,0.59,64.39,19.13,15.65,17.39,13.29,80.14,0.0,5.26,53.2,83.8,2020-01-10 07:00:00,356.42,19.13,80.14,35642.0,7,4,1,10,47217.0,,True
2020,1,10,8,634.15,579.17,602.99,212.01,0.65,50.92,21.97,14.41,18.19,12.27,62.14,0.01,4.96,50.3,83.8,2020-01-10 08:00:00,579.17,21.97,62.14,57916.99999999999,8,4,1,10,23018.0,,True
2020,1,10,9,824.33,650.33,513.79,229.63,0.59,38.14,24.31,13.68,18.99,11.69,51.39,0.02,4.21,52.2,83.76,2020-01-10 09:00:00,650.33,24.31,51.39,65033.00000000001,9,4,1,10,2638.0,,True
