model,weight,percentage
XGBoost,0.035430958636307866,3.5430958636307874
LightGBM,0.002885016964424101,0.28850169644241014
Random Forest,0.6352401980281049,63.52401980281051
Gradient Boost,0.326443826371163,32.6443826371163
