timestamp,actual,xgboost,random_forest,gradient_boost,weighted_ensemble
2024-12-06 06:00:00,17725.0,17747.46,17705.56103571429,17693.85027250435,17704.889521453897
2024-12-06 07:00:00,37560.0,37345.016,37565.626267676766,37540.28110819787,37561.17553296969
2024-12-06 08:00:00,56500.0,56569.117,56495.5562936508,56419.38305349547,56489.272450691686
2024-12-06 09:00:00,82612.0,82421.5,82603.56376587301,82706.49973668228,82611.25947290499
2024-12-06 10:00:00,92105.0,91721.266,92095.06416666668,92201.3813581819,92101.22405478482
2024-12-06 11:00:00,95230.0,94892.375,95225.32774242424,95202.61637658461,95220.037042688
2024-12-06 12:00:00,88938.0,89017.95,88936.90159126984,88940.09119312832,88937.97480882982
2024-12-06 13:00:00,75545.0,75053.42,75555.81666666664,75528.90648261415,75548.50900925767
2024-12-06 14:00:00,58247.0,57977.164,58224.28052092351,58296.64014132737,58228.54315610737
2024-12-06 15:00:00,35688.0,35270.984,35692.47650793651,35750.12545637818,35693.70976814209
2024-12-06 16:00:00,13897.999999999998,13825.007,13877.750269841272,13889.524682836907,13878.323215658957
2024-12-06 17:00:00,818.0,827.737,818.4336904761903,805.9117894996382,817.3738510766784
